"","GEOID","County.x","State","Sex","Year","Age","Region.x","Births","Population","ASFR"
"302","17043","DuPage County","Illinois","Female",2018,"30 to 34 years","CMAP Region",4073,29431,138.39
"303","17043","DuPage County","Illinois","Female",2011,"35 to 39 years","CMAP Region",1938,29224,66.32
"304","17043","DuPage County","Illinois","Female",2012,"35 to 39 years","CMAP Region",1845,28951,63.73
"305","17043","DuPage County","Illinois","Female",2013,"35 to 39 years","CMAP Region",1941,29167,66.55
"306","17043","DuPage County","Illinois","Female",2014,"35 to 39 years","CMAP Region",2008,29545,67.96
"307","17043","DuPage County","Illinois","Female",2015,"35 to 39 years","CMAP Region",2155,30114,71.56
"308","17043","DuPage County","Illinois","Female",2016,"35 to 39 years","CMAP Region",2198,30476,72.12
"309","17043","DuPage County","Illinois","Female",2017,"35 to 39 years","CMAP Region",2163,30938,69.91
"310","17043","DuPage County","Illinois","Female",2018,"35 to 39 years","CMAP Region",2257,30947,72.93
"311","17043","DuPage County","Illinois","Female",2011,"40 to 44 years","CMAP Region",444,33859,13.11
"312","17043","DuPage County","Illinois","Female",2012,"40 to 44 years","CMAP Region",423,33257,12.72
"313","17043","DuPage County","Illinois","Female",2013,"40 to 44 years","CMAP Region",453,32467,13.95
"314","17043","DuPage County","Illinois","Female",2014,"40 to 44 years","CMAP Region",439,31509,13.93
"315","17043","DuPage County","Illinois","Female",2015,"40 to 44 years","CMAP Region",412,30242,13.62
"316","17043","DuPage County","Illinois","Female",2016,"40 to 44 years","CMAP Region",402,29103,13.81
"317","17043","DuPage County","Illinois","Female",2017,"40 to 44 years","CMAP Region",439,28850,15.22
"318","17043","DuPage County","Illinois","Female",2018,"40 to 44 years","CMAP Region",436,28782,15.15
"319","17063","Grundy County","Illinois","Female",2011,"15 to 19 years","External IL",29,1713,16.93
"320","17063","Grundy County","Illinois","Female",2012,"15 to 19 years","External IL",30,1693,17.72
"321","17063","Grundy County","Illinois","Female",2013,"15 to 19 years","External IL",33,1690,19.53
"322","17063","Grundy County","Illinois","Female",2014,"15 to 19 years","External IL",19,1666,11.4
"323","17063","Grundy County","Illinois","Female",2015,"15 to 19 years","External IL",21,1694,12.4
"324","17063","Grundy County","Illinois","Female",2016,"15 to 19 years","External IL",20,1666,12
"325","17063","Grundy County","Illinois","Female",2017,"15 to 19 years","External IL",15,1695,8.85
"326","17063","Grundy County","Illinois","Female",2018,"15 to 19 years","External IL",25,1707,14.65
"327","17063","Grundy County","Illinois","Female",2011,"20 to 24 years","External IL",115,1335,86.14
"328","17063","Grundy County","Illinois","Female",2012,"20 to 24 years","External IL",108,1430,75.52
"329","17063","Grundy County","Illinois","Female",2013,"20 to 24 years","External IL",104,1435,72.47
"330","17063","Grundy County","Illinois","Female",2014,"20 to 24 years","External IL",142,1480,95.95
"331","17063","Grundy County","Illinois","Female",2015,"20 to 24 years","External IL",103,1463,70.4
"332","17063","Grundy County","Illinois","Female",2016,"20 to 24 years","External IL",116,1432,81.01
"333","17063","Grundy County","Illinois","Female",2017,"20 to 24 years","External IL",105,1415,74.2
"334","17063","Grundy County","Illinois","Female",2018,"20 to 24 years","External IL",87,1447,60.12
"335","17063","Grundy County","Illinois","Female",2011,"25 to 29 years","External IL",235,1585,148.26
"336","17063","Grundy County","Illinois","Female",2012,"25 to 29 years","External IL",207,1540,134.42
"337","17063","Grundy County","Illinois","Female",2013,"25 to 29 years","External IL",204,1503,135.73
"338","17063","Grundy County","Illinois","Female",2014,"25 to 29 years","External IL",183,1442,126.91
"339","17063","Grundy County","Illinois","Female",2015,"25 to 29 years","External IL",212,1450,146.21
"340","17063","Grundy County","Illinois","Female",2016,"25 to 29 years","External IL",189,1485,127.27
"341","17063","Grundy County","Illinois","Female",2017,"25 to 29 years","External IL",213,1560,136.54
"342","17063","Grundy County","Illinois","Female",2018,"25 to 29 years","External IL",214,1540,138.96
"343","17063","Grundy County","Illinois","Female",2011,"30 to 34 years","External IL",190,1778,106.86
"344","17063","Grundy County","Illinois","Female",2012,"30 to 34 years","External IL",190,1763,107.77
"345","17063","Grundy County","Illinois","Female",2013,"30 to 34 years","External IL",181,1756,103.08
"346","17063","Grundy County","Illinois","Female",2014,"30 to 34 years","External IL",188,1750,107.43
"347","17063","Grundy County","Illinois","Female",2015,"30 to 34 years","External IL",184,1723,106.79
"348","17063","Grundy County","Illinois","Female",2016,"30 to 34 years","External IL",191,1725,110.72
"349","17063","Grundy County","Illinois","Female",2017,"30 to 34 years","External IL",164,1648,99.51
"350","17063","Grundy County","Illinois","Female",2018,"30 to 34 years","External IL",164,1645,99.7
"351","17063","Grundy County","Illinois","Female",2011,"35 to 39 years","External IL",69,1725,40
"352","17063","Grundy County","Illinois","Female",2012,"35 to 39 years","External IL",76,1680,45.24
"353","17063","Grundy County","Illinois","Female",2013,"35 to 39 years","External IL",73,1676,43.56
"354","17063","Grundy County","Illinois","Female",2014,"35 to 39 years","External IL",69,1732,39.84
"355","17063","Grundy County","Illinois","Female",2015,"35 to 39 years","External IL",67,1767,37.92
"356","17063","Grundy County","Illinois","Female",2016,"35 to 39 years","External IL",76,1789,42.48
"357","17063","Grundy County","Illinois","Female",2017,"35 to 39 years","External IL",79,1855,42.59
"358","17063","Grundy County","Illinois","Female",2018,"35 to 39 years","External IL",69,1862,37.06
"359","17063","Grundy County","Illinois","Female",2011,"40 to 44 years","External IL",12,1908,6.29
"360","17063","Grundy County","Illinois","Female",2012,"40 to 44 years","External IL",6,1866,3.22
"361","17063","Grundy County","Illinois","Female",2013,"40 to 44 years","External IL",11,1794,6.13
"362","17063","Grundy County","Illinois","Female",2014,"40 to 44 years","External IL",13,1747,7.44
"363","17063","Grundy County","Illinois","Female",2015,"40 to 44 years","External IL",20,1702,11.75
"364","17063","Grundy County","Illinois","Female",2016,"40 to 44 years","External IL",12,1630,7.36
"365","17063","Grundy County","Illinois","Female",2017,"40 to 44 years","External IL",17,1652,10.29
"366","17063","Grundy County","Illinois","Female",2018,"40 to 44 years","External IL",12,1662,7.22
"367","17089","Kane County","Illinois","Female",2011,"15 to 19 years","CMAP Region",536,18078,29.65
"368","17089","Kane County","Illinois","Female",2012,"15 to 19 years","CMAP Region",520,17953,28.96
"369","17089","Kane County","Illinois","Female",2013,"15 to 19 years","CMAP Region",458,18117,25.28
"370","17089","Kane County","Illinois","Female",2014,"15 to 19 years","CMAP Region",436,18221,23.93
"371","17089","Kane County","Illinois","Female",2015,"15 to 19 years","CMAP Region",394,18500,21.3
"372","17089","Kane County","Illinois","Female",2016,"15 to 19 years","CMAP Region",323,18525,17.44
"373","17089","Kane County","Illinois","Female",2017,"15 to 19 years","CMAP Region",336,18437,18.22
"374","17089","Kane County","Illinois","Female",2018,"15 to 19 years","CMAP Region",294,18337,16.03
"375","17089","Kane County","Illinois","Female",2011,"20 to 24 years","CMAP Region",1326,14072,94.23
"376","17089","Kane County","Illinois","Female",2012,"20 to 24 years","CMAP Region",1301,14634,88.9
"377","17089","Kane County","Illinois","Female",2013,"20 to 24 years","CMAP Region",1210,15178,79.72
"378","17089","Kane County","Illinois","Female",2014,"20 to 24 years","CMAP Region",1258,15719,80.03
"379","17089","Kane County","Illinois","Female",2015,"20 to 24 years","CMAP Region",1201,16026,74.94
"380","17089","Kane County","Illinois","Female",2016,"20 to 24 years","CMAP Region",1149,16215,70.86
"381","17089","Kane County","Illinois","Female",2017,"20 to 24 years","CMAP Region",1044,16173,64.55
"382","17089","Kane County","Illinois","Female",2018,"20 to 24 years","CMAP Region",996,16184,61.54
"383","17089","Kane County","Illinois","Female",2011,"25 to 29 years","CMAP Region",1830,15880,115.24
"384","17089","Kane County","Illinois","Female",2012,"25 to 29 years","CMAP Region",1806,15509,116.45
"385","17089","Kane County","Illinois","Female",2013,"25 to 29 years","CMAP Region",1800,15032,119.74
"386","17089","Kane County","Illinois","Female",2014,"25 to 29 years","CMAP Region",1812,14706,123.22
"387","17089","Kane County","Illinois","Female",2015,"25 to 29 years","CMAP Region",1849,14721,125.6
"388","17089","Kane County","Illinois","Female",2016,"25 to 29 years","CMAP Region",1760,14783,119.06
"389","17089","Kane County","Illinois","Female",2017,"25 to 29 years","CMAP Region",1671,15091,110.73
"390","17089","Kane County","Illinois","Female",2018,"25 to 29 years","CMAP Region",1682,15352,109.56
"391","17089","Kane County","Illinois","Female",2011,"30 to 34 years","CMAP Region",2025,17648,114.74
"392","17089","Kane County","Illinois","Female",2012,"30 to 34 years","CMAP Region",2000,17338,115.35
"393","17089","Kane County","Illinois","Female",2013,"30 to 34 years","CMAP Region",2086,17035,122.45
"394","17089","Kane County","Illinois","Female",2014,"30 to 34 years","CMAP Region",2056,16956,121.26
"395","17089","Kane County","Illinois","Female",2015,"30 to 34 years","CMAP Region",2053,16698,122.95
"396","17089","Kane County","Illinois","Female",2016,"30 to 34 years","CMAP Region",2126,16378,129.81
"397","17089","Kane County","Illinois","Female",2017,"30 to 34 years","CMAP Region",1998,16011,124.79
"398","17089","Kane County","Illinois","Female",2018,"30 to 34 years","CMAP Region",2051,15660,130.97
"399","17089","Kane County","Illinois","Female",2011,"35 to 39 years","CMAP Region",1008,18164,55.49
"400","17089","Kane County","Illinois","Female",2012,"35 to 39 years","CMAP Region",1022,17839,57.29
"401","17089","Kane County","Illinois","Female",2013,"35 to 39 years","CMAP Region",990,17763,55.73
"402","17089","Kane County","Illinois","Female",2014,"35 to 39 years","CMAP Region",1036,17653,58.69
"403","17089","Kane County","Illinois","Female",2015,"35 to 39 years","CMAP Region",983,17660,55.66
"404","17089","Kane County","Illinois","Female",2016,"35 to 39 years","CMAP Region",1093,17710,61.72
"405","17089","Kane County","Illinois","Female",2017,"35 to 39 years","CMAP Region",1070,17689,60.49
"406","17089","Kane County","Illinois","Female",2018,"35 to 39 years","CMAP Region",1082,17508,61.8
"407","17089","Kane County","Illinois","Female",2011,"40 to 44 years","CMAP Region",224,19296,11.61
"408","17089","Kane County","Illinois","Female",2012,"40 to 44 years","CMAP Region",207,19360,10.69
"409","17089","Kane County","Illinois","Female",2013,"40 to 44 years","CMAP Region",222,19188,11.57
"410","17089","Kane County","Illinois","Female",2014,"40 to 44 years","CMAP Region",238,18910,12.59
"411","17089","Kane County","Illinois","Female",2015,"40 to 44 years","CMAP Region",205,18478,11.09
"412","17089","Kane County","Illinois","Female",2016,"40 to 44 years","CMAP Region",256,17971,14.25
"413","17089","Kane County","Illinois","Female",2017,"40 to 44 years","CMAP Region",218,17645,12.35
"414","17089","Kane County","Illinois","Female",2018,"40 to 44 years","CMAP Region",230,17552,13.1
"415","17091","Kankakee County","Illinois","Female",2011,"15 to 19 years","External IL",122,3669,33.25
"416","17091","Kankakee County","Illinois","Female",2012,"15 to 19 years","External IL",138,3585,38.49
"417","17091","Kankakee County","Illinois","Female",2013,"15 to 19 years","External IL",117,3625,32.28
"418","17091","Kankakee County","Illinois","Female",2014,"15 to 19 years","External IL",115,3571,32.2
"419","17091","Kankakee County","Illinois","Female",2015,"15 to 19 years","External IL",103,3589,28.7
"420","17091","Kankakee County","Illinois","Female",2016,"15 to 19 years","External IL",81,3595,22.53
"421","17091","Kankakee County","Illinois","Female",2017,"15 to 19 years","External IL",78,3581,21.78
"422","17091","Kankakee County","Illinois","Female",2018,"15 to 19 years","External IL",62,3523,17.6
"423","17091","Kankakee County","Illinois","Female",2011,"20 to 24 years","External IL",343,3401,100.85
"424","17091","Kankakee County","Illinois","Female",2012,"20 to 24 years","External IL",350,3495,100.14
"425","17091","Kankakee County","Illinois","Female",2013,"20 to 24 years","External IL",371,3628,102.26
"426","17091","Kankakee County","Illinois","Female",2014,"20 to 24 years","External IL",350,3601,97.2
"427","17091","Kankakee County","Illinois","Female",2015,"20 to 24 years","External IL",329,3575,92.03
"428","17091","Kankakee County","Illinois","Female",2016,"20 to 24 years","External IL",314,3462,90.7
"429","17091","Kankakee County","Illinois","Female",2017,"20 to 24 years","External IL",295,3412,86.46
"430","17091","Kankakee County","Illinois","Female",2018,"20 to 24 years","External IL",274,3336,82.13
"431","17091","Kankakee County","Illinois","Female",2011,"25 to 29 years","External IL",459,3489,131.56
"432","17091","Kankakee County","Illinois","Female",2012,"25 to 29 years","External IL",391,3389,115.37
"433","17091","Kankakee County","Illinois","Female",2013,"25 to 29 years","External IL",433,3313,130.7
"434","17091","Kankakee County","Illinois","Female",2014,"25 to 29 years","External IL",400,3241,123.42
"435","17091","Kankakee County","Illinois","Female",2015,"25 to 29 years","External IL",435,3228,134.76
"436","17091","Kankakee County","Illinois","Female",2016,"25 to 29 years","External IL",441,3259,135.32
"437","17091","Kankakee County","Illinois","Female",2017,"25 to 29 years","External IL",431,3386,127.29
"438","17091","Kankakee County","Illinois","Female",2018,"25 to 29 years","External IL",450,3439,130.85
"439","17091","Kankakee County","Illinois","Female",2011,"30 to 34 years","External IL",304,3548,85.68
"440","17091","Kankakee County","Illinois","Female",2012,"30 to 34 years","External IL",316,3531,89.49
"441","17091","Kankakee County","Illinois","Female",2013,"30 to 34 years","External IL",297,3458,85.89
"442","17091","Kankakee County","Illinois","Female",2014,"30 to 34 years","External IL",638,3392,188.09
"443","17091","Kankakee County","Illinois","Female",2015,"30 to 34 years","External IL",352,3323,105.93
"444","17091","Kankakee County","Illinois","Female",2016,"30 to 34 years","External IL",326,3295,98.94
"445","17091","Kankakee County","Illinois","Female",2017,"30 to 34 years","External IL",291,3122,93.21
"446","17091","Kankakee County","Illinois","Female",2011,"35 to 39 years","External IL",113,3393,33.3
"447","17091","Kankakee County","Illinois","Female",2012,"35 to 39 years","External IL",128,3351,38.2
"448","17091","Kankakee County","Illinois","Female",2013,"35 to 39 years","External IL",109,3242,33.62
"449","17091","Kankakee County","Illinois","Female",2014,"35 to 39 years","External IL",124,3264,37.99
"450","17091","Kankakee County","Illinois","Female",2015,"35 to 39 years","External IL",105,3393,30.95
"451","17091","Kankakee County","Illinois","Female",2016,"35 to 39 years","External IL",146,3389,43.08
"452","17091","Kankakee County","Illinois","Female",2017,"35 to 39 years","External IL",137,3364,40.73
"453","17091","Kankakee County","Illinois","Female",2018,"35 to 39 years","External IL",137,3314,41.34
"454","17091","Kankakee County","Illinois","Female",2011,"40 to 44 years","External IL",26,3612,7.2
"455","17091","Kankakee County","Illinois","Female",2012,"40 to 44 years","External IL",24,3555,6.75
"456","17091","Kankakee County","Illinois","Female",2013,"40 to 44 years","External IL",28,3449,8.12
"457","17091","Kankakee County","Illinois","Female",2014,"40 to 44 years","External IL",20,3364,5.95
"458","17091","Kankakee County","Illinois","Female",2015,"40 to 44 years","External IL",29,3230,8.98
"459","17091","Kankakee County","Illinois","Female",2016,"40 to 44 years","External IL",20,3197,6.26
"460","17091","Kankakee County","Illinois","Female",2017,"40 to 44 years","External IL",23,3140,7.32
"461","17091","Kankakee County","Illinois","Female",2018,"40 to 44 years","External IL",23,3101,7.42
"462","17093","Kendall County","Illinois","Female",2011,"15 to 19 years","CMAP Region",65,4061,16.01
"463","17093","Kendall County","Illinois","Female",2012,"15 to 19 years","CMAP Region",54,4124,13.09
"464","17093","Kendall County","Illinois","Female",2013,"15 to 19 years","CMAP Region",39,4201,9.28
"465","17093","Kendall County","Illinois","Female",2014,"15 to 19 years","CMAP Region",41,4326,9.48
"466","17093","Kendall County","Illinois","Female",2015,"15 to 19 years","CMAP Region",41,4388,9.34
"467","17093","Kendall County","Illinois","Female",2016,"15 to 19 years","CMAP Region",37,4567,8.1
"468","17093","Kendall County","Illinois","Female",2017,"15 to 19 years","CMAP Region",34,4630,7.34
"469","17093","Kendall County","Illinois","Female",2018,"15 to 19 years","CMAP Region",34,4728,7.19
"470","17093","Kendall County","Illinois","Female",2011,"20 to 24 years","CMAP Region",175,2715,64.46
"471","17093","Kendall County","Illinois","Female",2012,"20 to 24 years","CMAP Region",192,2878,66.71
"472","17093","Kendall County","Illinois","Female",2013,"20 to 24 years","CMAP Region",199,3068,64.86
"473","17093","Kendall County","Illinois","Female",2014,"20 to 24 years","CMAP Region",165,3249,50.78
"474","17093","Kendall County","Illinois","Female",2015,"20 to 24 years","CMAP Region",178,3428,51.93
"475","17093","Kendall County","Illinois","Female",2016,"20 to 24 years","CMAP Region",167,3420,48.83
"476","17093","Kendall County","Illinois","Female",2017,"20 to 24 years","CMAP Region",154,3414,45.11
"477","17093","Kendall County","Illinois","Female",2018,"20 to 24 years","CMAP Region",152,3424,44.39
"478","17093","Kendall County","Illinois","Female",2011,"25 to 29 years","CMAP Region",542,3908,138.69
"479","17093","Kendall County","Illinois","Female",2012,"25 to 29 years","CMAP Region",522,3693,141.35
"480","17093","Kendall County","Illinois","Female",2013,"25 to 29 years","CMAP Region",463,3524,131.38
"481","17093","Kendall County","Illinois","Female",2014,"25 to 29 years","CMAP Region",455,3489,130.41
"482","17093","Kendall County","Illinois","Female",2015,"25 to 29 years","CMAP Region",445,3416,130.27
"483","17093","Kendall County","Illinois","Female",2016,"25 to 29 years","CMAP Region",445,3420,130.12
"484","17093","Kendall County","Illinois","Female",2017,"25 to 29 years","CMAP Region",414,3563,116.19
"485","17093","Kendall County","Illinois","Female",2018,"25 to 29 years","CMAP Region",372,3577,104
"486","17093","Kendall County","Illinois","Female",2011,"30 to 34 years","CMAP Region",658,5142,127.97
"487","17093","Kendall County","Illinois","Female",2012,"30 to 34 years","CMAP Region",643,5097,126.15
"488","17093","Kendall County","Illinois","Female",2013,"30 to 34 years","CMAP Region",644,5077,126.85
"489","17093","Kendall County","Illinois","Female",2014,"30 to 34 years","CMAP Region",646,5000,129.2
"490","17093","Kendall County","Illinois","Female",2015,"30 to 34 years","CMAP Region",632,4893,129.16
"491","17093","Kendall County","Illinois","Female",2016,"30 to 34 years","CMAP Region",657,4766,137.85
"492","17093","Kendall County","Illinois","Female",2017,"30 to 34 years","CMAP Region",573,4653,123.15
"493","17093","Kendall County","Illinois","Female",2018,"30 to 34 years","CMAP Region",616,4620,133.33
"494","17093","Kendall County","Illinois","Female",2011,"35 to 39 years","CMAP Region",252,5181,48.64
"495","17093","Kendall County","Illinois","Female",2012,"35 to 39 years","CMAP Region",230,5164,44.54
"496","17093","Kendall County","Illinois","Female",2013,"35 to 39 years","CMAP Region",274,5104,53.68
"497","17093","Kendall County","Illinois","Female",2014,"35 to 39 years","CMAP Region",285,5140,55.45
"498","17093","Kendall County","Illinois","Female",2015,"35 to 39 years","CMAP Region",272,5191,52.4
"499","17093","Kendall County","Illinois","Female",2016,"35 to 39 years","CMAP Region",247,5325,46.38
"500","17093","Kendall County","Illinois","Female",2017,"35 to 39 years","CMAP Region",265,5389,49.17
"501","17093","Kendall County","Illinois","Female",2018,"35 to 39 years","CMAP Region",288,5432,53.02
"502","17093","Kendall County","Illinois","Female",2011,"40 to 44 years","CMAP Region",54,5089,10.61
"503","17093","Kendall County","Illinois","Female",2012,"40 to 44 years","CMAP Region",61,5256,11.61
"504","17093","Kendall County","Illinois","Female",2013,"40 to 44 years","CMAP Region",55,5289,10.4
"505","17093","Kendall County","Illinois","Female",2014,"40 to 44 years","CMAP Region",45,5310,8.47
"506","17093","Kendall County","Illinois","Female",2015,"40 to 44 years","CMAP Region",57,5217,10.93
"507","17093","Kendall County","Illinois","Female",2016,"40 to 44 years","CMAP Region",40,5112,7.82
"508","17093","Kendall County","Illinois","Female",2017,"40 to 44 years","CMAP Region",45,5058,8.9
"509","17093","Kendall County","Illinois","Female",2018,"40 to 44 years","CMAP Region",53,5122,10.35
"510","17097","Lake County","Illinois","Female",2011,"15 to 19 years","CMAP Region",527,25756,20.46
"511","17097","Lake County","Illinois","Female",2012,"15 to 19 years","CMAP Region",509,25699,19.81
"512","17097","Lake County","Illinois","Female",2013,"15 to 19 years","CMAP Region",443,25578,17.32
"513","17097","Lake County","Illinois","Female",2014,"15 to 19 years","CMAP Region",392,25098,15.62
"514","17097","Lake County","Illinois","Female",2015,"15 to 19 years","CMAP Region",382,24934,15.32
"515","17097","Lake County","Illinois","Female",2016,"15 to 19 years","CMAP Region",311,24781,12.55
"516","17097","Lake County","Illinois","Female",2017,"15 to 19 years","CMAP Region",299,24526,12.19
"517","17097","Lake County","Illinois","Female",2018,"15 to 19 years","CMAP Region",260,24216,10.74
"518","17097","Lake County","Illinois","Female",2019,"15 to 19 years","CMAP Region",1,24176,0.04
"519","17097","Lake County","Illinois","Female",2011,"20 to 24 years","CMAP Region",1379,17321,79.61
"520","17097","Lake County","Illinois","Female",2012,"20 to 24 years","CMAP Region",1379,18197,75.78
"521","17097","Lake County","Illinois","Female",2013,"20 to 24 years","CMAP Region",1300,19430,66.91
"522","17097","Lake County","Illinois","Female",2014,"20 to 24 years","CMAP Region",1301,20743,62.72
"523","17097","Lake County","Illinois","Female",2015,"20 to 24 years","CMAP Region",1224,21748,56.28
"524","17097","Lake County","Illinois","Female",2016,"20 to 24 years","CMAP Region",1189,22128,53.73
"525","17097","Lake County","Illinois","Female",2017,"20 to 24 years","CMAP Region",1105,21867,50.53
"526","17097","Lake County","Illinois","Female",2018,"20 to 24 years","CMAP Region",1016,21479,47.3
"527","17097","Lake County","Illinois","Female",2011,"25 to 29 years","CMAP Region",2061,18667,110.41
"528","17097","Lake County","Illinois","Female",2012,"25 to 29 years","CMAP Region",1987,18369,108.17
"529","17097","Lake County","Illinois","Female",2013,"25 to 29 years","CMAP Region",1966,17939,109.59
"530","17097","Lake County","Illinois","Female",2014,"25 to 29 years","CMAP Region",1903,17626,107.97
"531","17097","Lake County","Illinois","Female",2015,"25 to 29 years","CMAP Region",1931,17509,110.29
"532","17097","Lake County","Illinois","Female",2016,"25 to 29 years","CMAP Region",1865,17463,106.8
"533","17097","Lake County","Illinois","Female",2017,"25 to 29 years","CMAP Region",1811,17886,101.25
"534","17097","Lake County","Illinois","Female",2018,"25 to 29 years","CMAP Region",1739,18395,94.54
"535","17097","Lake County","Illinois","Female",2011,"30 to 34 years","CMAP Region",2550,20493,124.43
"536","17097","Lake County","Illinois","Female",2012,"30 to 34 years","CMAP Region",2518,20052,125.57
"537","17097","Lake County","Illinois","Female",2013,"30 to 34 years","CMAP Region",2515,20076,125.27
"538","17097","Lake County","Illinois","Female",2014,"30 to 34 years","CMAP Region",2604,19988,130.28
"539","17097","Lake County","Illinois","Female",2015,"30 to 34 years","CMAP Region",2480,19699,125.89
"540","17097","Lake County","Illinois","Female",2016,"30 to 34 years","CMAP Region",2575,19460,132.32
"541","17097","Lake County","Illinois","Female",2017,"30 to 34 years","CMAP Region",2631,19297,136.34
"542","17097","Lake County","Illinois","Female",2018,"30 to 34 years","CMAP Region",2397,18876,126.99
"543","17097","Lake County","Illinois","Female",2011,"35 to 39 years","CMAP Region",1242,22546,55.09
"544","17097","Lake County","Illinois","Female",2012,"35 to 39 years","CMAP Region",1333,21977,60.65
"545","17097","Lake County","Illinois","Female",2013,"35 to 39 years","CMAP Region",1303,21868,59.58
"546","17097","Lake County","Illinois","Female",2014,"35 to 39 years","CMAP Region",1372,21870,62.73
"547","17097","Lake County","Illinois","Female",2015,"35 to 39 years","CMAP Region",1396,21733,64.23
"548","17097","Lake County","Illinois","Female",2016,"35 to 39 years","CMAP Region",1397,21820,64.02
"549","17097","Lake County","Illinois","Female",2017,"35 to 39 years","CMAP Region",1437,21611,66.49
"550","17097","Lake County","Illinois","Female",2018,"35 to 39 years","CMAP Region",1390,21601,64.35
"551","17097","Lake County","Illinois","Female",2011,"40 to 44 years","CMAP Region",315,26287,11.98
"552","17097","Lake County","Illinois","Female",2012,"40 to 44 years","CMAP Region",289,25761,11.22
"553","17097","Lake County","Illinois","Female",2013,"40 to 44 years","CMAP Region",321,25029,12.83
"554","17097","Lake County","Illinois","Female",2014,"40 to 44 years","CMAP Region",311,24173,12.87
"555","17097","Lake County","Illinois","Female",2015,"40 to 44 years","CMAP Region",302,23368,12.92
"556","17097","Lake County","Illinois","Female",2016,"40 to 44 years","CMAP Region",318,22540,14.11
"557","17097","Lake County","Illinois","Female",2017,"40 to 44 years","CMAP Region",323,22182,14.56
"558","17097","Lake County","Illinois","Female",2018,"40 to 44 years","CMAP Region",291,22045,13.2
"559","17099","LaSalle County","Illinois","Female",2011,"15 to 19 years","External IL",115,3527,32.61
"560","17099","LaSalle County","Illinois","Female",2012,"15 to 19 years","External IL",94,3463,27.14
"561","17099","LaSalle County","Illinois","Female",2013,"15 to 19 years","External IL",92,3396,27.09
"562","17099","LaSalle County","Illinois","Female",2014,"15 to 19 years","External IL",88,3395,25.92
"563","17099","LaSalle County","Illinois","Female",2015,"15 to 19 years","External IL",84,3373,24.9
"564","17099","LaSalle County","Illinois","Female",2016,"15 to 19 years","External IL",88,3347,26.29
"565","17099","LaSalle County","Illinois","Female",2017,"15 to 19 years","External IL",91,3316,27.44
"566","17099","LaSalle County","Illinois","Female",2018,"15 to 19 years","External IL",62,3244,19.11
"567","17099","LaSalle County","Illinois","Female",2011,"20 to 24 years","External IL",290,3043,95.3
"568","17099","LaSalle County","Illinois","Female",2012,"20 to 24 years","External IL",269,3149,85.42
"569","17099","LaSalle County","Illinois","Female",2013,"20 to 24 years","External IL",315,3231,97.49
"570","17099","LaSalle County","Illinois","Female",2014,"20 to 24 years","External IL",254,3154,80.53
"571","17099","LaSalle County","Illinois","Female",2015,"20 to 24 years","External IL",333,3100,107.42
"572","17099","LaSalle County","Illinois","Female",2016,"20 to 24 years","External IL",261,2992,87.23
"573","17099","LaSalle County","Illinois","Female",2017,"20 to 24 years","External IL",294,2901,101.34
"574","17099","LaSalle County","Illinois","Female",2018,"20 to 24 years","External IL",213,2831,75.24
"575","17099","LaSalle County","Illinois","Female",2011,"25 to 29 years","External IL",418,3185,131.24
"576","17099","LaSalle County","Illinois","Female",2012,"25 to 29 years","External IL",364,3057,119.07
"577","17099","LaSalle County","Illinois","Female",2013,"25 to 29 years","External IL",345,2969,116.2
"578","17099","LaSalle County","Illinois","Female",2014,"25 to 29 years","External IL",390,2933,132.97
"579","17099","LaSalle County","Illinois","Female",2015,"25 to 29 years","External IL",414,2966,139.58
"580","17099","LaSalle County","Illinois","Female",2016,"25 to 29 years","External IL",417,3062,136.19
"581","17099","LaSalle County","Illinois","Female",2017,"25 to 29 years","External IL",372,3170,117.35
"582","17099","LaSalle County","Illinois","Female",2018,"25 to 29 years","External IL",362,3215,112.6
"583","17099","LaSalle County","Illinois","Female",2011,"30 to 34 years","External IL",269,3203,83.98
"584","17099","LaSalle County","Illinois","Female",2012,"30 to 34 years","External IL",271,3234,83.8
"585","17099","LaSalle County","Illinois","Female",2013,"30 to 34 years","External IL",261,3216,81.16
"586","17099","LaSalle County","Illinois","Female",2014,"30 to 34 years","External IL",361,3239,111.45
"587","17099","LaSalle County","Illinois","Female",2015,"30 to 34 years","External IL",320,3172,100.88
"588","17099","LaSalle County","Illinois","Female",2016,"30 to 34 years","External IL",348,3078,113.06
"589","17099","LaSalle County","Illinois","Female",2017,"30 to 34 years","External IL",282,2963,95.17
"590","17099","LaSalle County","Illinois","Female",2018,"30 to 34 years","External IL",304,3006,101.13
"591","17099","LaSalle County","Illinois","Female",2011,"35 to 39 years","External IL",106,2976,35.62
"592","17099","LaSalle County","Illinois","Female",2012,"35 to 39 years","External IL",105,2976,35.28
"593","17099","LaSalle County","Illinois","Female",2013,"35 to 39 years","External IL",98,2948,33.24
"594","17099","LaSalle County","Illinois","Female",2014,"35 to 39 years","External IL",103,2932,35.13
"595","17099","LaSalle County","Illinois","Female",2015,"35 to 39 years","External IL",114,3033,37.59
"596","17099","LaSalle County","Illinois","Female",2016,"35 to 39 years","External IL",126,3106,40.57
"597","17099","LaSalle County","Illinois","Female",2017,"35 to 39 years","External IL",116,3171,36.58
"598","17099","LaSalle County","Illinois","Female",2018,"35 to 39 years","External IL",138,3181,43.38
"599","17099","LaSalle County","Illinois","Female",2011,"40 to 44 years","External IL",22,3482,6.32
